text,label
@dangerfield35 @HabgoodAaron @ReelAdventures_ @1116sen Unless you are fishing from a jetty its quite easy to find a spot with nobody near you. People are less likely to pass on the Covid 19 when fishing than they are going to the Supermarket ( which is es,positive
"The Administration is proposing a ""buy American"" drug mandate, which would increase shortages and prices, ultimately harming patients. Now, in the midst of the #coronavirus, is no time to implement such a change. @HHSGov @WhiteHouse https://t.co/Kn9aEiYJL0 @Forbes",extremely negative
The world after COVID-19 will never be the same. The loss and change we're facing is monumental. #PostPandemicWorld,extremely negative
Good evening lovelies hope you????re well my day has been dull I did some online shopping from @AmazonUK and chilled Xx #TheArchers #coronavirus,extremely positive
Consumer behaviour intensifies as #Covid19 outbreak forces new shopping patterns - @NielsenAfrica  https://t.co/WIDS9yxlcy via @Biz_Retail #CoroncavirusSA #Coronavirus #ConsumerBehaviour https://t.co/NjUP6zJ0MN,neutral
We should be covering our faces when we venture out in NYC. This is what I wore to the supermarket yesterday. #bandana #mask #newnormal #nyc #coronavirus #COVID19 #CoronavirusPandemic https://t.co/zPIu467LAO,neutral
The explosion of creativity in quarantine cooking has turned us all into chefs! ???????? #QuarantineCuisine #HomeChefs,extremely positive
The mental toll of this pandemic is overwhelming. Feeling isolated and scared. #COVID19mentalhealth,extremely negative
"Inside the Story of How H-E-B Planned for the Pandemic https://t.co/8dTeroQPXT
My grocery store was better prepared than @realdonaldtrump #coronavirus",positive
How are schools adapting to ensure continued education? #OnlineLearning #EducationDuringCOVID19,neutral
The rapid development of COVID-19 vaccines is a testament to human ingenuity and science. Feeling hopeful! ???? #ScienceWins #HopefulFuture,extremely positive
"Government inaction is as dangerous as the virus itself. We need real leadership now, not empty promises. #COVID19Response",extremely negative
Tired of misinformation and political agendas overshadowing the real crisis at hand. People are suffering! #COVID19Truth #StopTheLies,extremely negative
Fitness trainers offering online classes is my new favorite way to stay in shape. Home workouts for the win! ?????????????????? #FitnessFromHome #HealthGoals,extremely positive
Loving the new podcast series that have emerged during this time. So much to learn and explore! ???? #PodcastLife #LearningOnTheGo,extremely positive
Local grocery store #SocialDistancing #sixfeetapart #Brooklyn #ny dont people realize its all done on purpose...#unemployment prices are already going up https://t.co/nCJCTqL1dC,neutral
How are consumers responding to brand messages around COVID-19? The @EdelmanPR Trust Barometer reports that how well a brand responds to this crisis will have a huge impact on consumer buying habits. Find out more at https://t.co/VQJ9MudBH6 https://t.co/Hd5YmkaG00,positive
Supermarket workers are on the frontlines without proper support. This is unacceptable. #COVID19,extremely negative
COME ONE COME ALL TO for are huge floor model blow out sale We have all the best brands at all the best prices DONT MISS OUT Come get your better sleep today 19,extremely positive
"The legal battles over misinformation during this crisis are necessary, but also so disheartening. #COVID19 #FakeNews",negative
The uncertainty of what the world will look like post-#COVID19 is unnerving.,negative
The adaptability of educators in these times is extraordinary. Hats off to teachers everywhere! ???????? #TeachersRock,extremely positive
"I'm thankful for our medical professionals and first responders. But in these days of COVID-19, I'm also thankful for the men and women who drive the long-haul trucks, who stock our grocery shelves, who grow our food and who power our homes and lives. Thank you essential workers!",extremely positive
"Wtf! RT @UNNTV1: Is she spreading the #virus?

Woman is touching almost everything in a big supermarket. 

Why? Now we have #coronavirus everywhere. 

#COVID19 #WuhanCoronaVirus #ChinaLiesPeopleDied #ChineseVirus19 #StayHome #COVID19Pandemic https://t.co/usbxaqKtsE",negative
Telemedicine is gaining traction as an effective way to consult with healthcare providers. #HealthcareInnovation,neutral
Small businesses are struggling to survive. This pandemic is destroying livelihoods. #COVID19impact,extremely negative
How much longer will small businesses suffer due to COVID-19? #EconomicImpact #pandemic,negative
A recent study shows the effectiveness of masks in curbing the spread of COVID-19. #PublicHealth,neutral
Lil #coronavirus #pandemic #meme for all  - Me using instacart vs when #groceries are delivered! #thestruggleisreal #covid19 #toiletpaper #socialdistancing bad #comedy retired #comedian #losangeles costco #winning???? https://t.co/RLhpDMmvYY,negative
@JaganNKaushik @sn_ojha @Surindernath1 @URRao10 @vera_anz @RakeshA12572734 @surewrap @purushueme @muralydoctrack1 @nutan_jyot @johnygorkha @Sudhakar2810 @nparama1951 @drvinaypuri @ind_rajat92 @gouranga1964 @raghu500000 @jyotsnadevi33 @rajbir2728 @singhsan,neutral
CEO @jzrosenberg was interviewed by @PRovoke_News alongside several other agency leaders to discuss the evolving media landscape and how brands are adapting to the current crisis. Check it out here: https://t.co/8ud2QKCnmC,extremely negative
Scammers taking advantage of the pandemic are the lowest of the low. How can people be so cruel? #COVID19Scams,extremely negative
Frontline workers are at breaking point. Where's the support for those risking their lives every day? #HealthcareHeroes #Pandemic,extremely negative
"@MSNBC We see Trump, #Coronavirus team, medical profs, 1st responders, truckers, farmers, grocery store workers, FEMA, National Guard doing all humanly possible to fight #Covid_19!

We also see Pelosi/Schiff slap them all in the face w another absurd",negative
"Sinkie pwn sinkie
-
2 teens arrested for allegedly placing juice they drank back on FairPrice supermarket shelf in Covid-19 video ????joke???? https://t.co/pzmF1xFsgJ",negative
@YamKeng RECKON it's NOT ADVISABLE to make statement that SINGAPORE has about 3 months food supply in store; while PM LEE informed that the COVID 19 likely ON for 12 months or more !!! This likely cause the PANIC BUY for some SINGAPOREANS; AS MALAYSIA BOR,extremely negative
"Asking for Sanitizer... ??

#21daylockdown 
#coronavirus
#coronavirusindia
#StayHomeStaySafe https://t.co/v1DjcqYHT5",neutral
"Shout outs to the incredible @Jos_Franks for working hard to shine a light on how #Covid_19 has impacted the hospo industry. Our industry was the first hit and job losses have been insurmountable:

Coronavirus: Bar staff told to look for supermarket jobs https://t.co/diTGFV47N4",negative
Grateful for the digital tools that keep us connected with our loved ones. Video calls are a blessing! ?????????? #StayConnected #DigitalLife,extremely positive
In awe of how quickly scientists and researchers are working to find solutions. Science is our hope! #ScienceWins #COVID19Research,positive
Social isolation is taking a toll on mental health. We need more support for those struggling alone. #COVID19 #MentalHealthMatters,extremely negative
"Throwback to #KathandKim's humorous take on #toiletpaperpanic. Sometimes, art imitates life! #FlashbackFriday",neutral
A look at how COVID-19 is changing consumer behaviors. Interesting trends emerging. #ConsumerBehavior #PandemicImpact,neutral
Grateful for the tireless efforts of healthcare workers everywhere. Your dedication is our strength. #HealthcareHeroes #COVID19,positive
"Just went to the grocery store and got everything I needed, look this whole pandemic is over as quickly as it started #Coronavirus",neutral
The economic and social scars of COVID-19 will haunt us for years. #longtermimpact,extremely negative
"Oil prices, politics, and the pandemic - a cocktail of disaster. Who's thinking about the common man? #COVID19Economics",extremely negative
"Law enforcement officials are warning the public of scammers offering coronavirus cures, in-home test kits and surgical masks at rock-bottom prices.
#ScamAlert #ConsumerWarning #COVID19 #Coronavirus",negative
Global efforts: Many companies are repurposing their production to support the fight against COVID-19. #CorporateResponsibility,neutral
"Apparently, it's today's fashion to act like a utter arse. Empty shelves in every supermarket! So next I fill up ALL my severely petrol loving cars, leaving the petrol station completely dry for all you hoarders ??? #COVID2019 #coronavirusNederland #coronavirus #FFS https://t.co/52uYeqzdNi",positive
Witnessing the worst panic buying and selfishness. What happened to being in this together? #COVID19 #CommunityCollapse,extremely negative
It's heartbreaking to see children impacted by this pandemic. Their world has turned upside down. #COVID19 #ChildrenInCrisis,extremely negative
"We don????t know how the massive shifts in consumer behavior brought on by the COVID-19 pandemic will evolve or endure. But we do know that as our lives change, marketers???? data change. Both the current impact and the future implicatio????https://t.co/Tw0bZzHCAV https://t.co/awZYFWdww9",neutral
"Ordering your shopping online whilst self isolating? You could be raising free donations with @easyuk! Just go to https://t.co/sKLODCXpES to get started &amp; make a difference!
#Flixton #LoveStMichaels #donations #EveryLittleHelps #coronavirus",positive
Frustrated with the lack of testing. We're flying blind in this pandemic. #TestingShortage #COVID19,extremely negative
Social distancing is a joke in overcrowded stores. #COVID19Safety #fail,negative
Healthcare Reminder: Online consultations with doctors are available for non-emergency health concerns. #Telehealth #StayHome,neutral
COVID-19's impact on public transport and urban mobility. A shift towards sustainable options? #UrbanMobility #PandemicChanges,neutral
"We doubt that the #farmers will get a fair price for Basmati this time. The impact of #Coronavirus would soon be visible on the market price""

Read in the fifth part of our series, FiasCorona, about the impact of #Covid_19 on the farmers

Read: https://t.co/iKgujkf37Z https://t.co/dYZuuWXtrZ",negative
The resilience and adaptability of small businesses during this time is truly admirable. Supporting them feels so good! ???????? #SmallBusinessStrong #COVID19,positive
"Almost at the end of week 3, and I was wondering which of the following are you wearing to the supermarket? #LockdownExtended #COVID?19 #StayHomeSaveLives #EasterWeekend #CoronaUpdate #Tesco #Asda #Sainsburys #Coronavirustruth #Waitrose #Ocado #MarksAndSpencer #ExerciseAtHome",neutral
@herdyc @staceytease @DavidBCollum Yes I have. Why is the FDA under the guidance of doctors changing the regulations to allow for consumer ventillation devices to be used for treatment of covid-19 in hospitals which is consistent with medical journals if,positive
"Not going near a supermarket till Tuesday now, time to relax stay at home and eat Easter eggs #StayHomeSaveLives",positive
Covid-19 got these gas prices looking like 2001 LMAO https://t.co/0DERuJg5dA,extremely positive
"What does #coronavirus mean for global #power &amp; #renewables markets? Analysts at WoodMac said: ????Carbon emissions in 2020 will drop as a result of national responses, while longer-term fundamentals of the #energytransition remain in place???? https://t.co/m6sULGZWuv via @Reuters",negative
"@Spencers_Retail When whole country is suffering from #coronavirus you shameless people are over stocking sanitizers when I found one today at your store, you charged above MRP. Seriously, This is what humanity is... and also, over stocking means u are ex",extremely negative
So impressed with the rapid adaptation of schools and teachers to online learning. Our educators are true innovators! ???????? #EducationForAll #COVID19,positive
@RestoretheDelta @mwdh2o Another good resource is a @californiapuc webpage called Utility Consumer Protections During California COVID-19 Outbreak https://t.co/OASUmKAitL,positive
"With sports being shut down and so many market struggles right now not to mention #coronavirus we????re thinking about putting out a #fantasygrainmarketleague with perfect weather, high yields, strong demand and high prices!! Thoughts?",positive
????Taste of Power???? cuts prices with 50% while donating 10% to COVID-19 charity relief fund! https://t.co/pLXNKmClo5 https://t.co/pn19tAi568,positive
Feeling trapped in my own home. This lockdown is necessary but soul-crushing. #Isolation #PandemicLife,extremely negative
These challenging times have brought out the best in so many people. #HumanSpirit,positive
The speed of COVID-19 vaccine development is nothing short of miraculous. Science for the win! ???????? #VaccineSuccess,extremely positive
Did you know? Regular handwashing is key in preventing virus spread. #Handwashing #StaySafe,neutral
???? A little laugh goes a long way these days. Loved this funny meme about home workouts during quarantine! #QuarantineLife,positive
Germany COVID-19 Upadate: Food shortage sparks panic buying. Is there really a food shortage in Germany? Watch this video : https://t.co/oIVbrUPEZc https://t.co/jEE0Y3RKyZ,extremely negative
"Goodbye healthy take away. Will create huge pressure on food supply chains. Guess panic to follow. Lot of people eat out or on the move in London. Now can't get coffee!#Covid_19
https://t.co/pjuCKvMosm",positive
The contrast in how different countries handle the pandemic shows a disturbing lack of global unity. #COVID19 #globalresponse,negative
Normally I look on Amazon for photo gear prices????????.I????ve now graduated to looking at loo paper availability ? ??? #Covid_19,positive
Insightful article on how #COVID19 is reshaping consumer behaviors. Worth a read. #ConsumerTrends,neutral
"???? Virtual graduations might be different, but the achievement is still the same. Proud of all graduates! #ClassOf2021",extremely positive
Consumer spending and consumption to be severely impacted by COVID-19 crisis https://t.co/k0RQpBZST4,extremely negative
Economic downturn because of the pandemic is real. Watching my savings dwindle is just heartbreaking. #COVID19Economy #toughTimes,negative
"The FDIC has released a special edition of its Consumer News publication the focuses on what consumers need to know about the #coronavirus pandemic and what it means for their #finances.

https://t.co/kFjKFcSbQd https://t.co/Zl32BTMJx9",positive
The role of technology in managing the pandemic ?? a deep dive. #TechInnovation #COVID19,neutral
COVID 19 Prices of face masks hand sanitisers capped in Tamil Nadu,positive
Loving how cities are creating more pedestrian zones. It feels like a breath of fresh air in urban living! ???????????????? #CityInnovation,extremely positive
The resilience of communities during the pandemic is inspiring. Stories of solidarity and support. #CommunityStrong #COVID19,neutral
Make sure to stay 6 feet apart from others when you are at the grocery store or pharmacy,positive
Big shoutout to the supermarket staff who keep the shelves stocked. You're our everyday heroes! #SupermarketHeroes,positive
Widespread ramifications of the COVID-19 crisis have created a major demand for food assistance in our State. Help the @MDFoodBank with a donation to make sure no families have to go hungry during these challenging times. https://t.co/OwOw4UrZTv #marylandcoronavirus,negative
A good number of those people would probably be in ICU s now Life without won t kill you but will,positive
"Regardless of what you see in the movies, don't use Irish whiskey (uisce beatha), like @jamesonwhiskey, as hand sanitizer. Mostly because you'll be too tempted to lick it off and thus render it ineffective.
#coronavirus #lifehacks",extremely positive
@MarkSZaidEsq @AliceEvansGruff I'm getting gouged from every store on almost every product. Prices are suddenly 20 to 100% higher. States like individuals aren't exempt to crisis exploitation ??? #coronavirus,negative
"Kudos to everyone who is continuing to work during this #Covid_19 pandemic...from health care workers, emergency services, grocery store workers, pharmacists, utilities technicians, and gas station attendants.  Sure I've missed a bunch.  But we appreciate what you do.",extremely positive
People are panic buying That is human in scary times Low income people can t panic buy They can t afford it Consider donations to food banks groups that supoort nutrition programs In a quarter of our children don t get regular meals yr round,extremely negative
Contactless payments are a small change with a big impact on safety. Embracing the tech revolution! ??????????? #TechForSafety,extremely positive
Witnessed neighbors grocery shopping for the elderly. Small acts of kindness go a long way. ???????? #CommunityLove,positive
New 19 Research The System Can Fight Back Step it up Also good foods to stock up on without amp good news in healing via,positive
"Another day, another story of hoarding. When will people learn? #COVID19selfishness #panicbuying",negative
@GovInslee why is gas prices at 3 dollars still?  Price of oil has dropped by two thirds. Why do we always find out after the fact in Washington state that someone is price gouging?  #coronavirus #oilprice #BREAKING #marketcrash,neutral
Community spirit seems dead as people fight over groceries. Where's the compassion? #COVID19Chaos,extremely negative
"#COVID_19 
Model suggests how airborne coronavirus particles spread in grocery store aisles https://t.co/7Eh0Z6Egjt",neutral
Community support networks have been the unsung heroes of this pandemic. Proud to be part of such a caring neighborhood. #CommunityStrong #TogetherWeCan,extremely positive
On the blog now: How COVID-19 is impacting culture and consumer behavior for the week of April 6 ???? 10. https://t.co/TvjjCXiXtI https://t.co/DadaeGSwlS,neutral
We are 15 minutes away! Our live #webinar on the impact of #coronavirus on the #mobile economy starts at 11 am PT/ 2 pm ET. Join us here: https://t.co/U5SPsDh0bf https://t.co/zEzzs03eG9,positive
"@JaytheAlbertan @ZellersStore I think BiWay should consider shutting down due to Covid-19, better yet Consumer Distributors and Simpsons and Honest Ed's while we're at it",extremely positive
Virtual book clubs have turned reading into a shared adventure. Loving the discussions and new friends! ???? #BookLovers #VirtualBookClub,extremely positive
@arsched Pls.. That's time not create panic. Also # number of peoples suffering fear of Covid-19 / Lock down / jobless / food shortages.. it's very critical condition.. May ALLAH Subhanhu Wataalah Blessing Us..,negative
Going to the grocery store be like... #COVID19 #Covid_19 #QuarentineLife #foodie https://t.co/bSYm5rGAgs,positive
Vaccine development at lightning speed ?? science is winning this race! ???????? #ScienceRocks #COVID19Vaccine,extremely positive
"I didn????t know NYS had the highest amount of cases in the US, with the third highest amount of deaths... Now I truly understand why we????re on such high alert. #coronavirus #CoronaVirusUpdate #coronavirusnewyork #Coronavirusnyc https://t.co/6aAjxfPP2s",extremely positive
COVID 19 Central Govt Issues Orders To Regulate Prices Of Face Masks And Hand Sanitizers Read Notification,positive
Updates on vaccine development and what it means for the future. #COVID19Vaccine #HealthNews,neutral
Local communities creating support networks is the best of humanity in action. Proud to be part of this! ??????????? #CommunityLove #StrongerTogether,extremely positive
"@GovChrisSununu @stevenmnuchin1 @USTreasury SIR! I need assistance! My mom????s boyfriend works in a retail store, and his co-worker was just diagnosed with COVID-19. They are NOT having the employees quarantine for two weeks, but sending them other stores!",neutral
LIVE at the Lemay Schnucks Thank you to all the grocery store workers that are on the front lines right now We are all thankful for you,extremely positive
Why aren't there more sanitizing stations in public places? Other countries are way ahead of us. #COVID19 #publichealth,negative
Worried about how long this will last. The uncertainty is the worst part. #COVID19Uncertainty #PandemicAnxiety,negative
Do not panic. We are all in this together. Please do not overstock food items so that it can be available for everyone. We can trust our government to not leave us in hunger. Once a while feed the street dogs. #stayhome #coronavirus #staysafe Wishing everyone peace &amp; good health! https://t.co/ONTdYJ9WAY,extremely positive
What Everyone????s Getting Wrong About the #ToiletPaper Shortage: It isn????t really about hoarding. And there isn????t an easy fix. https://t.co/JpkuKYvb2c  #coronavirus,negative
"As stores around the nation are struggling to keep up with the demand for food, toilet paper and hand sanitizer, there is another golden commodity fast disappearing from the shelves amid the #coronavirus crisis: firearms. https://t.co/W2gIWeJMTW",extremely negative
"Every day, more news of scams exploiting the pandemic. Humanity at its worst. #COVIDScams",extremely negative
The entire meat section bought by one couple? Selfishness in these times is appalling. #COVID19greed,extremely negative
Learning so much about resilience and adaptability during these times. We are stronger than we think! #COVID19Lessons #Resilience,positive
"For all those that are enquiring about prices.

We aim to honour all deliveries but they are subject to availability.

#help #coronavirus #localbusiness #familybusiness #happytohelp #shoplocal #buylocal #norwich???? https://t.co/zjQ1geVFd6",positive
Finding joy in the little things while staying home. Let's cherish these moments. #StayHomeStaySafe,positive
"???? The internet has been our lifeline ?? for information, connection, and entertainment. #ThankfulForTech",extremely positive
"It????s one thing to say ????Everyone is now shopping online????, it????s another to prove it through data. Here????s a blog post that outlines shopper behavior trends since COVID-19 forced us to shop differently. https://t.co/oCGIekvfBu",negative
"If I see a teenager coughing purposely on food at a grocery store, I'm slapping the hell outta them. Parents need to get a grip. #CoronavirusPandemic #Covid_19 #StayAtHomeChallenge",extremely negative
"Lol, the idiot reporter was asking a question about oil prices but doesn't know today's price of oil. #CoronaVirusUpdates #coronavirus",negative
"My heart can't ?

""We also have family but we can't stay home...Be responsible and STAY HOME because I can't""

....""HELP US""

Healthcare workers are literally risking it all to save us. Realize that.

They are humans not robots. Over worked, under staffed. ?

STAY HOME! https://t.co/M3iO2gRcl2",extremely positive
Travel in the time of COVID-19: What you need to know about current restrictions. #TravelSafety #PandemicTravel,neutral
"Electricity demand and high amounts of wind power reduce prices significantly in combination with the #coronavirus.
#RenewableEnergy #windpower @WindEurope https://t.co/d3wqgsZQKF",negative
"STAY SAFE Y????ALL 
I DIDN????T REALIZE HOW BAD IT IS BECAUSE I????M ONLINE IN MY ROOM https://t.co/XECdiXacCH ALL WEEK AND LAST WEEK I DID GROCERY SHOPPING AND EVERYTHING WAS FINE #coronavirus sorry bout caps https://t.co/dkmNNEXV84",positive
???? The ingenuity of small businesses to survive these times is inspiring. #SmallBizResilience,extremely positive
Seeing empty shelves is a stark reminder of how fragile our society is. This pandemic is a wake-up call. #Shortages #Fear,extremely negative
This morning at HEB (Texas grocery store) was chaos. A woman approached me in a mask desperate bc she couldn????t find condiments (she????d walked past the aisle 3 times). The workers are trying to be calm but their stress is palpable. Ppl are panicking and I am afraid. #coronavirus,extremely negative
This pandemic has turned supermarkets into a bizarre battleground over basic needs. #COVID19Madness,negative
Politicians playing games while people die. Disgraceful. #PoliticalPlaygroundPandemic,extremely negative
"A first-hand account of what it's like working in a supermarket during the #coronavirus pandemic.

Via @bbcthesocial https://t.co/ozEirZcjbW",extremely positive
"Just participated in a neighborhood balcony concert. Music really brings people together, even when we're apart. #CommunitySpirit #COVID19",positive
Gotta find little victories during #coronavirus ??????????. Got #toiletpaper for our house and my parents.  AND filled my car with $2.10 premium gas.  Don????t really have anywhere to go but I have a full tank of gas???. #socialdistancing #quarantine #forgoodnesssake #itsthelittlethings https://t.co/4T9sEpKABg,neutral
Why is there no clear plan in place for widespread testing? This is a failure of leadership. #COVID19response,negative
"Stressed, anxious, and tired of this pandemic chaos. When will it end? #COVID19burnout",extremely negative
Mental health awareness: Resources for coping with anxiety and stress during the lockdown. #MentalHealthMatters #SelfCare,neutral
The solidarity in my neighborhood during these times is incredible. From grocery runs for the elderly to virtual meetups. ???? #NeighborhoodHeroes #StrongerTogether,extremely positive
We re asking Congress to provide federal aid to the nation s 900 electric co ops some of which may suffer from budget shortfalls as their consumer members struggle to pay their electric bills during the COVID 19 pandemic Learn more,extremely negative
"More people will die from tobacco use than COVID-19, the surgeon general tells Chris Wallace.

Wallace notes that cigarette use is ... voluntary.",extremely negative
"Supply chains, crucial in the fight against #coronavirus , are not as resilient as we might think.
Imagine what will happen if we face shortages in food supplies due to the depletion of scarce natural resources.

#CircularEconomy offer solutions...
 https://t.co/bnlFgojRfA",neutral
It's shocking to see how unprepared we were for a pandemic like this. #COVID19 #lackofpreparedness,negative
The lack of empathy in some people is astounding. This virus is not a joke. #COVID19Seriousness #EmpathyMatters,negative
???? Great news! Our community has come together to support local businesses during these tough times. #CommunityStrong #SupportLocal,positive
Make the right choice Buy ammo,neutral
Time Magazine announces U S Company will offer at home test directly to consumer starting March 23,neutral
"Malls will keep closed until April 18th, but our deliveries are always online - cannot let these lovely small animals stay hungry right? Best prices ?  #StayHome #CoronaVirus #DogFood #CatFood #BirdFood #FishFood #HappyCat #HappyDog #Orijen #Acana #TasteOfTheWild #Ziwipeak #Sera https://t.co/aQmAZ4ajdA",positive
Dear ?@CloversoftSG? pharmacies charging ????7 for pocket size #handsanitizer they tell me you raised prices so they have to pass it on. You can do better #pricegouging #coronavirus https://t.co/hLACPwlHVv,extremely positive
"@merylkevans Wore mask to the supermarket.  At least everyone in that store was also wearing a mask.  At another store, there were many who were not.  Planning to not to go to any store for at least another week. #Masks4All #StayHomeSaveLives",neutral
I miss normalcy. This pandemic has taken so much from us all. #LifeDuringPandemic #COVID19,negative
The power of community support during COVID-19. Stories of hope and solidarity. #CommunitySupport #TogetherWeCan,neutral
The misinformation about COVID-19 is as dangerous as the virus itself. #FakeNewsFury,extremely negative
"Cities creating more bike lanes and pedestrian zones is a brilliant move. Loving the cleaner, greener streets! ???????????????? #UrbanInnovation #GreenCities",extremely positive
"Salute you all Heroes?
These #Brooklyn residents are using online tools to organize free food deliveries for neighbors who've lost their jobs as the #coronavirus ravages US economy, or are too physically vulnerable to walk into a grocery store

 https://t.co/bkcjOpKMtb",positive
People fighting over toilet paper like it's gold. Is this what we've come to? #PanicBuyingMadness,extremely negative
Our elders are isolated and scared because of #COVID19. This is not the society I want.,extremely negative
Frontline workers are the unsung heroes of this pandemic. Their safety is being ignored. This is unacceptable. #ProtectHealthcareWorkers,extremely negative
Debunking COVID-19 myths: Separating facts from fiction. #COVID19Facts #MythBusting,neutral
People hoarding sanitizer like it's gold. What about those who actually need it? #SanitizerShortage #COVID19Selfishness,negative
"Hey @CDCgov: And with hoarders gouging the prices of masks while store supplies are close to ZERO stock, where do you precisely believe any American can get their hands on theee masks??

#Coronavirus: CDC says all Americans should wear masks: https://t.co/r6jNTxT6Gk

#COVID19",neutral
???? Just joined a virtual book club and I'm loving the discussions. Great way to escape and engage. #ReadTogether,positive
gas prices have been amazing since COVID. If you drop my insurance prices you can hit me with some more apocalypses #oilprice #COVID2019,positive
Exploring the world of online shopping during the pandemic. A rise in digital consumerism? #OnlineShopping #PandemicTrends,neutral
"Alex Jones' Superblue toothpaste (which he claims cures COVID-19) has 4.5 stars on Amazon! The single 1-star review gave low marks not because the product is a sham and a rip off sold by a charlatan, but because it contains Blue #1. This clearly disappointed one consumer.",neutral
"Healthcare workers are at their limit. They need support, not just applause. #HealthcareHeroes",extremely negative
Appreciating the little things more than ever. A sunny day feels extra special now. #SimpleJoys,positive
Restaurants offering DIY meal kits are a genius idea! Love the experience of cooking my favorite dishes at home. ???? #DIYMeals #RestaurantQuality,extremely positive
"The Trader Joe's grocery store in D.C.'s U Street corridor is temporarily closed after an employee tested positive for COVID-19, the company announced Wednesday. @WTOP https://t.co/Ak5TvL3puv",positive
Handling groceries in supermarket can live on surfaces from hours to days,neutral
Fitness in the time of COVID-19: the rise of home workouts and virtual fitness classes. #FitnessFromHome #PandemicWellness,neutral
@10DowningStreet @BorisJohnson What are you doing about supermarkets increasing prices to make money from tragic impacts of covid-19. supermarket chains are hiking prices meaning people that lost income are forced to go without! How can they stay safe wit,extremely negative
The economic impact of this virus is terrifying. Every day brings more bad news. #COVID19Economy #Worried,negative
Seeing the strain on healthcare workers is both saddening and infuriating. They need more support. #HealthcareHeroes #COVID19,negative
"To everyone sharing uplifting stories and positive vibes on social media, thank you! You make scrolling through my feed a joy. ???????? #PositiveVibes #COVID19",positive
The constant change in COVID-19 guidelines is confusing and frustrating. #COVID19guidelines #uncertainty,negative
"The food service industry is adapting fast to the current challenges COVID-19 presents, many independent wholesalers have opened their doors to the general public for the first time to help cope with demand on our supermarkets. Read more here - https://t.co/xxffNJ3aQK  ? https://t.co/Rtnxod823G",positive
"????We expect consumer interest and site traffic to exceed what we????ll be able to fulfill"" PLCB. 
Did you try to buy #wine or #spirits #online today with no luck? The website was shut down due to ""overwhelming demand"".  @PennWatch #alcohol #coronavirus

https://t.co/7LMdKRA3ma",extremely positive
Elderly and immunocompromised people are being left behind in our response to COVID-19. #VulnerableLivesMatter,extremely negative
The toll of COVID-19 on mental health is a crisis within a crisis. We need more support. #MentalHealthCrisis,extremely negative
"First Covid-19 Takeover Stock (ad)
Big Pharma loves to buy small biotechs when the market drops. In Q4'18, they bought 3 biotechs in 3 months GET THE STORY ? https://t.co/nfc0LQkcax #consumer #market https://t.co/AO1XKQBhR1",positive
"Catching a supermarket #hoarder 

#coronavirus #CoronavirusPandemic #CoronavirusUSA #toiletpaper #ToiletPaperPanic 

https://t.co/XBIULw4GWV",neutral
"I understand there is a lot of anger and confusion regarding the Governor????s emergency orders, but we would rather have you mad at your state government and alive than sick or dead and unable to post mean things on our social media. This virus is no joke. https://t.co/MHMLQ2ronN",extremely negative
Stay informed: The latest #COVID19 updates show a steady rate of recovery in several areas. #StaySafe #PandemicUpdate,neutral
????? Seeing families spending quality time together during walks is a beautiful sight. #FamilyTime,positive
Environmental innovations in cities during COVID-19 are promising signs for a greener future. ???????? #GreenCities,extremely positive
Frustrated beyond belief with people hoarding essentials. Think of others who can't even get basic necessities. #COVID19 #selfishness,extremely negative
Hi This is a little reminder to use plenty hand sanitizer,positive
1)Reframe I'M STUCK INSIDE to NOW I CAN FOCUS ON MY HOME &amp; MYSELF 2)Stay close to normal routine 3)Avoid obsessing over endless #COVID19 coverage 4)A chaotic home can lead to a chaotic mind 5)Start a new quarantine ritual 6)use Telehealth https://t.co/OGeMgO3Qw7 #WeSpeechies,extremely negative
Healthcare heroes: A tribute to the frontline workers fighting the pandemic. #FrontlineHeroes #HealthcareWorkers,neutral
"FUT CHAMPS everybody wants to get the best rewards but may not have enough time to play. I can get GOLD 3 plus rewards for you depending on the team. Message me for prices. Money paid after depending on Rank.
#FIFA20 #FUTChamps #gaming #FIFA #fifahelp #COVID?19 #coronavirus #EA https://t.co/DrhdMEsp0C",extremely positive
???? Just donated to a local food bank. It feels good to give back during these times. #GiveBack #CommunitySupport,positive
Watching society crumble under COVID-19 is like a dystopian nightmare come to life. #PandemicReality,extremely negative
Online shopping stuff which I'm yet to use is now available at 50% sale. #coronavirus ki toh aisi ki taisi! ?,neutral
"15 tips when you shop for groceries #coronavirus #COVID19 
https://t.co/hBONTKSzAg",neutral
Stand up for the British Pub It s a survivor,positive
Drive-in theaters making a comeback is a nostalgic twist I didn??t know I needed. Movies under the stars! ???????????? #DriveInMovies #RetroVibes,extremely positive
"Children's clothing chain Carter's furloughs all store employees, takes additional steps due to COVID-19 https://t.co/nQUSdfs2e9 via @AtlBizChron  #Carters  #furloughs  #layoffs  #economy  #retail  #business",neutral
Supermarkets in countries around the world are rationing food and household staples in an attempt to prevent shortages as the #coronavirus pandemic sparks waves of panic buying https://t.co/LzLw89dewt (via@CNN),negative
News Alert Chairwoman calls on drug companies not to increase prices for treatments,positive
"Media Release: Supermarket delivery curfews #auspol #covid19au #coronavirus 
https://t.co/KnRrFjYFzA https://t.co/GhrUtBMxa9",neutral
"#coronavirus #covid19australia Heard today of a person who went to the supermarket after work yesterday and  there was nothing much there they needed.. had a melt down and cried.
Rightly so, elderly are allocated times, medical workers too, but other essential workers forgotten",negative
